case_id,seed,n,r_size,r_prime_size,deleted_count,expected_repair,oracle,singleton,fd_hash,bcnf,all_match,code_version
958,42,20,20,14,6,True,True,True,True,True,True,68869e6
959,42,21,21,15,6,True,True,True,True,True,True,68869e6
960,42,14,14,10,4,True,True,True,True,True,True,68869e6
961,42,15,15,11,4,True,True,True,True,True,True,68869e6
962,42,17,17,12,5,True,True,True,True,True,True,68869e6
963,42,18,18,13,5,True,True,True,True,True,True,68869e6
964,42,20,20,14,6,True,True,True,True,True,True,68869e6
965,42,21,21,15,6,True,True,True,True,True,True,68869e6
966,42,14,14,10,4,True,True,True,True,True,True,68869e6
967,42,15,15,11,4,True,True,True,True,True,True,68869e6
968,42,17,17,12,5,True,True,True,True,True,True,68869e6
969,42,18,18,13,5,True,True,True,True,True,True,68869e6
970,42,20,20,14,6,True,True,True,True,True,True,68869e6
971,42,21,21,15,6,True,True,True,True,True,True,68869e6
972,42,14,14,10,4,True,True,True,True,True,True,68869e6
973,42,15,15,11,4,True,True,True,True,True,True,68869e6
974,42,17,17,12,5,True,True,True,True,True,True,68869e6
975,42,18,18,13,5,True,True,True,True,True,True,68869e6
976,42,20,20,14,6,True,True,True,True,True,True,68869e6
977,42,21,21,15,6,True,True,True,True,True,True,68869e6
978,42,14,14,10,4,True,True,True,True,True,True,68869e6
979,42,15,15,11,4,True,True,True,True,True,True,68869e6
980,42,17,17,12,5,True,True,True,True,True,True,68869e6
981,42,18,18,13,5,True,True,True,True,True,True,68869e6
982,42,20,20,14,6,True,True,True,True,True,True,68869e6
983,42,21,21,15,6,True,True,True,True,True,True,68869e6
984,42,14,14,10,4,True,True,True,True,True,True,68869e6
985,42,15,15,11,4,True,True,True,True,True,True,68869e6
986,42,17,17,12,5,True,True,True,True,True,True,68869e6
987,42,18,18,13,5,True,True,True,True,True,True,68869e6
988,42,20,20,14,6,True,True,True,True,True,True,68869e6
989,42,21,21,15,6,True,True,True,True,True,True,68869e6
990,42,14,14,10,4,True,True,True,True,True,True,68869e6
991,42,15,15,11,4,True,True,True,True,True,True,68869e6
992,42,17,17,12,5,True,True,True,True,True,True,68869e6
993,42,18,18,13,5,True,True,True,True,True,True,68869e6
994,42,20,20,14,6,True,True,True,True,True,True,68869e6
995,42,21,21,15,6,True,True,True,True,True,True,68869e6
996,42,14,14,10,4,True,True,True,True,True,True,68869e6
997,42,15,15,11,4,True,True,True,True,True,True,68869e6
998,42,17,17,12,5,True,True,True,True,True,True,68869e6
999,42,18,18,13,5,True,True,True,True,True,True,68869e6
1000,42,21,21,14,7,False,False,False,False,False,True,68869e6
1001,42,22,22,15,7,False,False,False,False,False,True,68869e6
1002,42,15,15,10,5,False,False,False,False,False,True,68869e6
1003,42,16,16,11,5,False,False,False,False,False,True,68869e6
1004,42,18,18,12,6,False,False,False,False,False,True,68869e6
1005,42,19,19,13,6,False,False,False,False,False,True,68869e6
1006,42,21,21,14,7,False,False,False,False,False,True,68869e6
1007,42,22,22,15,7,False,False,False,False,False,True,68869e6
1008,42,15,15,10,5,False,False,False,False,False,True,68869e6
1009,42,16,16,11,5,False,False,False,False,False,True,68869e6
1010,42,18,18,12,6,False,False,False,False,False,True,68869e6
1011,42,19,19,13,6,False,False,False,False,False,True,68869e6
1012,42,21,21,14,7,False,False,False,False,False,True,68869e6
1013,42,22,22,15,7,False,False,False,False,False,True,68869e6
1014,42,15,15,10,5,False,False,False,False,False,True,68869e6
1015,42,16,16,11,5,False,False,False,False,False,True,68869e6
1016,42,18,18,12,6,False,False,False,False,False,True,68869e6
1017,42,19,19,13,6,False,False,False,False,False,True,68869e6
1018,42,21,21,14,7,False,False,False,False,False,True,68869e6
1019,42,22,22,15,7,False,False,False,False,False,True,68869e6
1020,42,15,15,10,5,False,False,False,False,False,True,68869e6
1021,42,16,16,11,5,False,False,False,False,False,True,68869e6
1022,42,18,18,12,6,False,False,False,False,False,True,68869e6
1023,42,19,19,13,6,False,False,False,False,False,True,68869e6
1024,42,21,21,14,7,False,False,False,False,False,True,68869e6
1025,42,22,22,15,7,False,False,False,False,False,True,68869e6
1026,42,15,15,10,5,False,False,False,False,False,True,68869e6
1027,42,16,16,11,5,False,False,False,False,False,True,68869e6
1028,42,18,18,12,6,False,False,False,False,False,True,68869e6
1029,42,19,19,13,6,False,False,False,False,False,True,68869e6
1030,42,21,21,14,7,False,False,False,False,False,True,68869e6
1031,42,22,22,15,7,False,False,False,False,False,True,68869e6
1032,42,15,15,10,5,False,False,False,False,False,True,68869e6
1033,42,16,16,11,5,False,False,False,False,False,True,68869e6
1034,42,18,18,12,6,False,False,False,False,False,True,68869e6
1035,42,19,19,13,6,False,False,False,False,False,True,68869e6
1036,42,21,21,14,7,False,False,False,False,False,True,68869e6
1037,42,22,22,15,7,False,False,False,False,False,True,68869e6
1038,42,15,15,10,5,False,False,False,False,False,True,68869e6
1039,42,16,16,11,5,False,False,False,False,False,True,68869e6
1040,42,18,18,12,6,False,False,False,False,False,True,68869e6
1041,42,19,19,13,6,False,False,False,False,False,True,68869e6
1042,42,21,21,14,7,False,False,False,False,False,True,68869e6
1043,42,22,22,15,7,False,False,False,False,False,True,68869e6
1044,42,15,15,10,5,False,False,False,False,False,True,68869e6
1045,42,16,16,11,5,False,False,False,False,False,True,68869e6
1046,42,18,18,12,6,False,False,False,False,False,True,68869e6
1047,42,19,19,13,6,False,False,False,False,False,True,68869e6
1048,42,21,21,14,7,False,False,False,False,False,True,68869e6
1049,42,22,22,15,7,False,False,False,False,False,True,68869e6
1050,42,15,15,10,5,False,False,False,False,False,True,68869e6
1051,42,16,16,11,5,False,False,False,False,False,True,68869e6
1052,42,18,18,12,6,False,False,False,False,False,True,68869e6
1053,42,19,19,13,6,False,False,False,False,False,True,68869e6
1054,42,21,21,14,7,False,False,False,False,False,True,68869e6
1055,42,22,22,15,7,False,False,False,False,False,True,68869e6
1056,42,15,15,10,5,False,False,False,False,False,True,68869e6
1057,42,16,16,11,5,False,False,False,False,False,True,68869e6
1058,42,18,18,12,6,False,False,False,False,False,True,68869e6
1059,42,19,19,13,6,False,False,False,False,False,True,68869e6
1060,42,21,21,14,7,False,False,False,False,False,True,68869e6
1061,42,22,22,15,7,False,False,False,False,False,True,68869e6
1062,42,15,15,10,5,False,False,False,False,False,True,68869e6
1063,42,16,16,11,5,False,False,False,False,False,True,68869e6
1064,42,18,18,12,6,False,False,False,False,False,True,68869e6
1065,42,19,19,13,6,False,False,False,False,False,True,68869e6
1066,42,21,21,14,7,False,False,False,False,False,True,68869e6
1067,42,22,22,15,7,False,False,False,False,False,True,68869e6
1068,42,15,15,10,5,False,False,False,False,False,True,68869e6
1069,42,16,16,11,5,False,False,False,False,False,True,68869e6
1070,42,18,18,12,6,False,False,False,False,False,True,68869e6
1071,42,19,19,13,6,False,False,False,False,False,True,68869e6
1072,42,21,21,14,7,False,False,False,False,False,True,68869e6
1073,42,22,22,15,7,False,False,False,False,False,True,68869e6
1074,42,15,15,10,5,False,False,False,False,False,True,68869e6
1075,42,16,16,11,5,False,False,False,False,False,True,68869e6
1076,42,18,18,12,6,False,False,False,False,False,True,68869e6
1077,42,19,19,13,6,False,False,False,False,False,True,68869e6
1078,42,21,21,14,7,False,False,False,False,False,True,68869e6
1079,42,22,22,15,7,False,False,False,False,False,True,68869e6
1080,42,15,15,10,5,False,False,False,False,False,True,68869e6
1081,42,16,16,11,5,False,False,False,False,False,True,68869e6
1082,42,18,18,12,6,False,False,False,False,False,True,68869e6
1083,42,19,19,13,6,False,False,False,False,False,True,68869e6
1084,42,21,21,14,7,False,False,False,False,False,True,68869e6
1085,42,22,22,15,7,False,False,False,False,False,True,68869e6
1086,42,15,15,10,5,False,False,False,False,False,True,68869e6
1087,42,16,16,11,5,False,False,False,False,False,True,68869e6
1088,42,18,18,12,6,False,False,False,False,False,True,68869e6
1089,42,19,19,13,6,False,False,False,False,False,True,68869e6
1090,42,21,21,14,7,False,False,False,False,False,True,68869e6
1091,42,22,22,15,7,False,False,False,False,False,True,68869e6
1092,42,15,15,10,5,False,False,False,False,False,True,68869e6
1093,42,16,16,11,5,False,False,False,False,False,True,68869e6
1094,42,18,18,12,6,False,False,False,False,False,True,68869e6
1095,42,19,19,13,6,False,False,False,False,False,True,68869e6
1096,42,21,21,14,7,False,False,False,False,False,True,68869e6
1097,42,22,22,15,7,False,False,False,False,False,True,68869e6
1098,42,15,15,10,5,False,False,False,False,False,True,68869e6
1099,42,16,16,11,5,False,False,False,False,False,True,68869e6
1100,42,18,18,12,6,False,False,False,False,False,True,68869e6
1101,42,19,19,13,6,False,False,False,False,False,True,68869e6
1102,42,21,21,14,7,False,False,False,False,False,True,68869e6
1103,42,22,22,15,7,False,False,False,False,False,True,68869e6
1104,42,15,15,10,5,False,False,False,False,False,True,68869e6
1105,42,16,16,11,5,False,False,False,False,False,True,68869e6
1106,42,18,18,12,6,False,False,False,False,False,True,68869e6
1107,42,19,19,13,6,False,False,False,False,False,True,68869e6
1108,42,21,21,14,7,False,False,False,False,False,True,68869e6
1109,42,22,22,15,7,False,False,False,False,False,True,68869e6
1110,42,15,15,10,5,False,False,False,False,False,True,68869e6
1111,42,16,16,11,5,False,False,False,False,False,True,68869e6
1112,42,18,18,12,6,False,False,False,False,False,True,68869e6
1113,42,19,19,13,6,False,False,False,False,False,True,68869e6
1114,42,21,21,14,7,False,False,False,False,False,True,68869e6
1115,42,22,22,15,7,False,False,False,False,False,True,68869e6
1116,42,15,15,10,5,False,False,False,False,False,True,68869e6
1117,42,16,16,11,5,False,False,False,False,False,True,68869e6
1118,42,18,18,12,6,False,False,False,False,False,True,68869e6
1119,42,19,19,13,6,False,False,False,False,False,True,68869e6
1120,42,21,21,14,7,False,False,False,False,False,True,68869e6
1121,42,22,22,15,7,False,False,False,False,False,True,68869e6
1122,42,15,15,10,5,False,False,False,False,False,True,68869e6
1123,42,16,16,11,5,False,False,False,False,False,True,68869e6
1124,42,18,18,12,6,False,False,False,False,False,True,68869e6
1125,42,19,19,13,6,False,False,False,False,False,True,68869e6
1126,42,21,21,14,7,False,False,False,False,False,True,68869e6
1127,42,22,22,15,7,False,False,False,False,False,True,68869e6
1128,42,15,15,10,5,False,False,False,False,False,True,68869e6
1129,42,16,16,11,5,False,False,False,False,False,True,68869e6
1130,42,18,18,12,6,False,False,False,False,False,True,68869e6
1131,42,19,19,13,6,False,False,False,False,False,True,68869e6
1132,42,21,21,14,7,False,False,False,False,False,True,68869e6
1133,42,22,22,15,7,False,False,False,False,False,True,68869e6
1134,42,15,15,10,5,False,False,False,False,False,True,68869e6
1135,42,16,16,11,5,False,False,False,False,False,True,68869e6
1136,42,18,18,12,6,False,False,False,False,False,True,68869e6
1137,42,19,19,13,6,False,False,False,False,False,True,68869e6
1138,42,21,21,14,7,False,False,False,False,False,True,68869e6
1139,42,22,22,15,7,False,False,False,False,False,True,68869e6
1140,42,15,15,10,5,False,False,False,False,False,True,68869e6
1141,42,16,16,11,5,False,False,False,False,False,True,68869e6
1142,42,18,18,12,6,False,False,False,False,False,True,68869e6
1143,42,19,19,13,6,False,False,False,False,False,True,68869e6
1144,42,21,21,14,7,False,False,False,False,False,True,68869e6
1145,42,22,22,15,7,False,False,False,False,False,True,68869e6
1146,42,15,15,10,5,False,False,False,False,False,True,68869e6
1147,42,16,16,11,5,False,False,False,False,False,True,68869e6
1148,42,18,18,12,6,False,False,False,False,False,True,68869e6
1149,42,19,19,13,6,False,False,False,False,False,True,68869e6
1150,42,21,21,14,7,False,False,False,False,False,True,68869e6
1151,42,22,22,15,7,False,False,False,False,False,True,68869e6
1152,42,15,15,10,5,False,False,False,False,False,True,68869e6
1153,42,16,16,11,5,False,False,False,False,False,True,68869e6
1154,42,18,18,12,6,False,False,False,False,False,True,68869e6
1155,42,19,19,13,6,False,False,False,False,False,True,68869e6
1156,42,21,21,14,7,False,False,False,False,False,True,68869e6
1157,42,22,22,15,7,False,False,False,False,False,True,68869e6
1158,42,15,15,10,5,False,False,False,False,False,True,68869e6
1159,42,16,16,11,5,False,False,False,False,False,True,68869e6
1160,42,18,18,12,6,False,False,False,False,False,True,68869e6
1161,42,19,19,13,6,False,False,False,False,False,True,68869e6
1162,42,21,21,14,7,False,False,False,False,False,True,68869e6
1163,42,22,22,15,7,False,False,False,False,False,True,68869e6
1164,42,15,15,10,5,False,False,False,False,False,True,68869e6
1165,42,16,16,11,5,False,False,False,False,False,True,68869e6
1166,42,18,18,12,6,False,False,False,False,False,True,68869e6
1167,42,19,19,13,6,False,False,False,False,False,True,68869e6
1168,42,21,21,14,7,False,False,False,False,False,True,68869e6
1169,42,22,22,15,7,False,False,False,False,False,True,68869e6
1170,42,15,15,10,5,False,False,False,False,False,True,68869e6
1171,42,16,16,11,5,False,False,False,False,False,True,68869e6
1172,42,18,18,12,6,False,False,False,False,False,True,68869e6
1173,42,19,19,13,6,False,False,False,False,False,True,68869e6
1174,42,21,21,14,7,False,False,False,False,False,True,68869e6
1175,42,22,22,15,7,False,False,False,False,False,True,68869e6
1176,42,15,15,10,5,False,False,False,False,False,True,68869e6
1177,42,16,16,11,5,False,False,False,False,False,True,68869e6
1178,42,18,18,12,6,False,False,False,False,False,True,68869e6
1179,42,19,19,13,6,False,False,False,False,False,True,68869e6
1180,42,21,21,14,7,False,False,False,False,False,True,68869e6
1181,42,22,22,15,7,False,False,False,False,False,True,68869e6
1182,42,15,15,10,5,False,False,False,False,False,True,68869e6
1183,42,16,16,11,5,False,False,False,False,False,True,68869e6
1184,42,18,18,12,6,False,False,False,False,False,True,68869e6
1185,42,19,19,13,6,False,False,False,False,False,True,68869e6
1186,42,21,21,14,7,False,False,False,False,False,True,68869e6
1187,42,22,22,15,7,False,False,False,False,False,True,68869e6
1188,42,15,15,10,5,False,False,False,False,False,True,68869e6
1189,42,16,16,11,5,False,False,False,False,False,True,68869e6
1190,42,18,18,12,6,False,False,False,False,False,True,68869e6
1191,42,19,19,13,6,False,False,False,False,False,True,68869e6
1192,42,21,21,14,7,False,False,False,False,False,True,68869e6
1193,42,22,22,15,7,False,False,False,False,False,True,68869e6
1194,42,15,15,10,5,False,False,False,False,False,True,68869e6
1195,42,16,16,11,5,False,False,False,False,False,True,68869e6
1196,42,18,18,12,6,False,False,False,False,False,True,68869e6
1197,42,19,19,13,6,False,False,False,False,False,True,68869e6
1198,42,21,21,14,7,False,False,False,False,False,True,68869e6
1199,42,22,22,15,7,False,False,False,False,False,True,68869e6
1200,42,15,15,10,5,False,False,False,False,False,True,68869e6
1201,42,16,16,11,5,False,False,False,False,False,True,68869e6
1202,42,18,18,12,6,False,False,False,False,False,True,68869e6
1203,42,19,19,13,6,False,False,False,False,False,True,68869e6
1204,42,21,21,14,7,False,False,False,False,False,True,68869e6
1205,42,22,22,15,7,False,False,False,False,False,True,68869e6
1206,42,15,15,10,5,False,False,False,False,False,True,68869e6
1207,42,16,16,11,5,False,False,False,False,False,True,68869e6
1208,42,18,18,12,6,False,False,False,False,False,True,68869e6
1209,42,19,19,13,6,False,False,False,False,False,True,68869e6
1210,42,21,21,14,7,False,False,False,False,False,True,68869e6
1211,42,22,22,15,7,False,False,False,False,False,True,68869e6
1212,42,15,15,10,5,False,False,False,False,False,True,68869e6
1213,42,16,16,11,5,False,False,False,False,False,True,68869e6
1214,42,18,18,12,6,False,False,False,False,False,True,68869e6
1215,42,19,19,13,6,False,False,False,False,False,True,68869e6
1216,42,21,21,14,7,False,False,False,False,False,True,68869e6
1217,42,22,22,15,7,False,False,False,False,False,True,68869e6
1218,42,15,15,10,5,False,False,False,False,False,True,68869e6
1219,42,16,16,11,5,False,False,False,False,False,True,68869e6
1220,42,18,18,12,6,False,False,False,False,False,True,68869e6
1221,42,19,19,13,6,False,False,False,False,False,True,68869e6
1222,42,21,21,14,7,False,False,False,False,False,True,68869e6
1223,42,22,22,15,7,False,False,False,False,False,True,68869e6
1224,42,15,15,10,5,False,False,False,False,False,True,68869e6
1225,42,16,16,11,5,False,False,False,False,False,True,68869e6
1226,42,18,18,12,6,False,False,False,False,False,True,68869e6
1227,42,19,19,13,6,False,False,False,False,False,True,68869e6
1228,42,21,21,14,7,False,False,False,False,False,True,68869e6
1229,42,22,22,15,7,False,False,False,False,False,True,68869e6
1230,42,15,15,10,5,False,False,False,False,False,True,68869e6
1231,42,16,16,11,5,False,False,False,False,False,True,68869e6
1232,42,18,18,12,6,False,False,False,False,False,True,68869e6
1233,42,19,19,13,6,False,False,False,False,False,True,68869e6
1234,42,21,21,14,7,False,False,False,False,False,True,68869e6
1235,42,22,22,15,7,False,False,False,False,False,True,68869e6
1236,42,15,15,10,5,False,False,False,False,False,True,68869e6
1237,42,16,16,11,5,False,False,False,False,False,True,68869e6
1238,42,18,18,12,6,False,False,False,False,False,True,68869e6
1239,42,19,19,13,6,False,False,False,False,False,True,68869e6
1240,42,21,21,14,7,False,False,False,False,False,True,68869e6
1241,42,22,22,15,7,False,False,False,False,False,True,68869e6
1242,42,15,15,10,5,False,False,False,False,False,True,68869e6
1243,42,16,16,11,5,False,False,False,False,False,True,68869e6
1244,42,18,18,12,6,False,False,False,False,False,True,68869e6
1245,42,19,19,13,6,False,False,False,False,False,True,68869e6
1246,42,21,21,14,7,False,False,False,False,False,True,68869e6
1247,42,22,22,15,7,False,False,False,False,False,True,68869e6
1248,42,15,15,10,5,False,False,False,False,False,True,68869e6
1249,42,16,16,11,5,False,False,False,False,False,True,68869e6
1250,42,18,18,12,6,False,False,False,False,False,True,68869e6
1251,42,19,19,13,6,False,False,False,False,False,True,68869e6
1252,42,21,21,14,7,False,False,False,False,False,True,68869e6
1253,42,22,22,15,7,False,False,False,False,False,True,68869e6
1254,42,15,15,10,5,False,False,False,False,False,True,68869e6
1255,42,16,16,11,5,False,False,False,False,False,True,68869e6
1256,42,18,18,12,6,False,False,False,False,False,True,68869e6
1257,42,19,19,13,6,False,False,False,False,False,True,68869e6
1258,42,21,21,14,7,False,False,False,False,False,True,68869e6
1259,42,22,22,15,7,False,False,False,False,False,True,68869e6
1260,42,15,15,10,5,False,False,False,False,False,True,68869e6
1261,42,16,16,11,5,False,False,False,False,False,True,68869e6
1262,42,18,18,12,6,False,False,False,False,False,True,68869e6
1263,42,19,19,13,6,False,False,False,False,False,True,68869e6
1264,42,21,21,14,7,False,False,False,False,False,True,68869e6
1265,42,22,22,15,7,False,False,False,False,False,True,68869e6
1266,42,15,15,10,5,False,False,False,False,False,True,68869e6
1267,42,16,16,11,5,False,False,False,False,False,True,68869e6
1268,42,18,18,12,6,False,False,False,False,False,True,68869e6
1269,42,19,19,13,6,False,False,False,False,False,True,68869e6
1270,42,21,21,14,7,False,False,False,False,False,True,68869e6
1271,42,22,22,15,7,False,False,False,False,False,True,68869e6
1272,42,15,15,10,5,False,False,False,False,False,True,68869e6
1273,42,16,16,11,5,False,False,False,False,False,True,68869e6
1274,42,18,18,12,6,False,False,False,False,False,True,68869e6
1275,42,19,19,13,6,False,False,False,False,False,True,68869e6
1276,42,21,21,14,7,False,False,False,False,False,True,68869e6
1277,42,22,22,15,7,False,False,False,False,False,True,68869e6
1278,42,15,15,10,5,False,False,False,False,False,True,68869e6
1279,42,16,16,11,5,False,False,False,False,False,True,68869e6
1280,42,18,18,12,6,False,False,False,False,False,True,68869e6
1281,42,19,19,13,6,False,False,False,False,False,True,68869e6
1282,42,21,21,14,7,False,False,False,False,False,True,68869e6
1283,42,22,22,15,7,False,False,False,False,False,True,68869e6
1284,42,15,15,10,5,False,False,False,False,False,True,68869e6
1285,42,16,16,11,5,False,False,False,False,False,True,68869e6
1286,42,18,18,12,6,False,False,False,False,False,True,68869e6
1287,42,19,19,13,6,False,False,False,False,False,True,68869e6
1288,42,21,21,14,7,False,False,False,False,False,True,68869e6
1289,42,22,22,15,7,False,False,False,False,False,True,68869e6
1290,42,15,15,10,5,False,False,False,False,False,True,68869e6
1291,42,16,16,11,5,False,False,False,False,False,True,68869e6
1292,42,18,18,12,6,False,False,False,False,False,True,68869e6
1293,42,19,19,13,6,False,False,False,False,False,True,68869e6
1294,42,21,21,14,7,False,False,False,False,False,True,68869e6
1295,42,22,22,15,7,False,False,False,False,False,True,68869e6
1296,42,15,15,10,5,False,False,False,False,False,True,68869e6
1297,42,16,16,11,5,False,False,False,False,False,True,68869e6
1298,42,18,18,12,6,False,False,False,False,False,True,68869e6
1299,42,19,19,13,6,False,False,False,False,False,True,68869e6
1300,42,21,21,14,7,False,False,False,False,False,True,68869e6
1301,42,22,22,15,7,False,False,False,False,False,True,68869e6
1302,42,15,15,10,5,False,False,False,False,False,True,68869e6
1303,42,16,16,11,5,False,False,False,False,False,True,68869e6
1304,42,18,18,12,6,False,False,False,False,False,True,68869e6
1305,42,19,19,13,6,False,False,False,False,False,True,68869e6
1306,42,21,21,14,7,False,False,False,False,False,True,68869e6
1307,42,22,22,15,7,False,False,False,False,False,True,68869e6
1308,42,15,15,10,5,False,False,False,False,False,True,68869e6
1309,42,16,16,11,5,False,False,False,False,False,True,68869e6
1310,42,18,18,12,6,False,False,False,False,False,True,68869e6
1311,42,19,19,13,6,False,False,False,False,False,True,68869e6
1312,42,21,21,14,7,False,False,False,False,False,True,68869e6
1313,42,22,22,15,7,False,False,False,False,False,True,68869e6
1314,42,15,15,10,5,False,False,False,False,False,True,68869e6
1315,42,16,16,11,5,False,False,False,False,False,True,68869e6
1316,42,18,18,12,6,False,False,False,False,False,True,68869e6
1317,42,19,19,13,6,False,False,False,False,False,True,68869e6
1318,42,21,21,14,7,False,False,False,False,False,True,68869e6
1319,42,22,22,15,7,False,False,False,False,False,True,68869e6
1320,42,15,15,10,5,False,False,False,False,False,True,68869e6
1321,42,16,16,11,5,False,False,False,False,False,True,68869e6
1322,42,18,18,12,6,False,False,False,False,False,True,68869e6
1323,42,19,19,13,6,False,False,False,False,False,True,68869e6
1324,42,21,21,14,7,False,False,False,False,False,True,68869e6
1325,42,22,22,15,7,False,False,False,False,False,True,68869e6
1326,42,15,15,10,5,False,False,False,False,False,True,68869e6
1327,42,16,16,11,5,False,False,False,False,False,True,68869e6
1328,42,18,18,12,6,False,False,False,False,False,True,68869e6
1329,42,19,19,13,6,False,False,False,False,False,True,68869e6
1330,42,21,21,14,7,False,False,False,False,False,True,68869e6
1331,42,22,22,15,7,False,False,False,False,False,True,68869e6
1332,42,15,15,10,5,False,False,False,False,False,True,68869e6
1333,42,16,16,11,5,False,False,False,False,False,True,68869e6
1334,42,18,18,12,6,False,False,False,False,False,True,68869e6
1335,42,19,19,13,6,False,False,False,False,False,True,68869e6
1336,42,21,21,14,7,False,False,False,False,False,True,68869e6
1337,42,22,22,15,7,False,False,False,False,False,True,68869e6
1338,42,15,15,10,5,False,False,False,False,False,True,68869e6
1339,42,16,16,11,5,False,False,False,False,False,True,68869e6
1340,42,18,18,12,6,False,False,False,False,False,True,68869e6
1341,42,19,19,13,6,False,False,False,False,False,True,68869e6
1342,42,21,21,14,7,False,False,False,False,False,True,68869e6
1343,42,22,22,15,7,False,False,False,False,False,True,68869e6
1344,42,15,15,10,5,False,False,False,False,False,True,68869e6
1345,42,16,16,11,5,False,False,False,False,False,True,68869e6
1346,42,18,18,12,6,False,False,False,False,False,True,68869e6
1347,42,19,19,13,6,False,False,False,False,False,True,68869e6
1348,42,21,21,14,7,False,False,False,False,False,True,68869e6
1349,42,22,22,15,7,False,False,False,False,False,True,68869e6
1350,42,15,15,10,5,False,False,False,False,False,True,68869e6
1351,42,16,16,11,5,False,False,False,False,False,True,68869e6
1352,42,18,18,12,6,False,False,False,False,False,True,68869e6
1353,42,19,19,13,6,False,False,False,False,False,True,68869e6
1354,42,21,21,14,7,False,False,False,False,False,True,68869e6
1355,42,22,22,15,7,False,False,False,False,False,True,68869e6
1356,42,15,15,10,5,False,False,False,False,False,True,68869e6
1357,42,16,16,11,5,False,False,False,False,False,True,68869e6
1358,42,18,18,12,6,False,False,False,False,False,True,68869e6
1359,42,19,19,13,6,False,False,False,False,False,True,68869e6
1360,42,21,21,14,7,False,False,False,False,False,True,68869e6
1361,42,22,22,15,7,False,False,False,False,False,True,68869e6
1362,42,15,15,10,5,False,False,False,False,False,True,68869e6
1363,42,16,16,11,5,False,False,False,False,False,True,68869e6
1364,42,18,18,12,6,False,False,False,False,False,True,68869e6
1365,42,19,19,13,6,False,False,False,False,False,True,68869e6
1366,42,21,21,14,7,False,False,False,False,False,True,68869e6
1367,42,22,22,15,7,False,False,False,False,False,True,68869e6
1368,42,15,15,10,5,False,False,False,False,False,True,68869e6
1369,42,16,16,11,5,False,False,False,False,False,True,68869e6
1370,42,18,18,12,6,False,False,False,False,False,True,68869e6
1371,42,19,19,13,6,False,False,False,False,False,True,68869e6
1372,42,21,21,14,7,False,False,False,False,False,True,68869e6
1373,42,22,22,15,7,False,False,False,False,False,True,68869e6
1374,42,15,15,10,5,False,False,False,False,False,True,68869e6
1375,42,16,16,11,5,False,False,False,False,False,True,68869e6
1376,42,18,18,12,6,False,False,False,False,False,True,68869e6
1377,42,19,19,13,6,False,False,False,False,False,True,68869e6
1378,42,21,21,14,7,False,False,False,False,False,True,68869e6
1379,42,22,22,15,7,False,False,False,False,False,True,68869e6
1380,42,15,15,10,5,False,False,False,False,False,True,68869e6
1381,42,16,16,11,5,False,False,False,False,False,True,68869e6
1382,42,18,18,12,6,False,False,False,False,False,True,68869e6
1383,42,19,19,13,6,False,False,False,False,False,True,68869e6
1384,42,21,21,14,7,False,False,False,False,False,True,68869e6
1385,42,22,22,15,7,False,False,False,False,False,True,68869e6
1386,42,15,15,10,5,False,False,False,False,False,True,68869e6
1387,42,16,16,11,5,False,False,False,False,False,True,68869e6
1388,42,18,18,12,6,False,False,False,False,False,True,68869e6
1389,42,19,19,13,6,False,False,False,False,False,True,68869e6
1390,42,21,21,14,7,False,False,False,False,False,True,68869e6
1391,42,22,22,15,7,False,False,False,False,False,True,68869e6
1392,42,15,15,10,5,False,False,False,False,False,True,68869e6
1393,42,16,16,11,5,False,False,False,False,False,True,68869e6
1394,42,18,18,12,6,False,False,False,False,False,True,68869e6
1395,42,19,19,13,6,False,False,False,False,False,True,68869e6
1396,42,21,21,14,7,False,False,False,False,False,True,68869e6
1397,42,22,22,15,7,False,False,False,False,False,True,68869e6
1398,42,15,15,10,5,False,False,False,False,False,True,68869e6
1399,42,16,16,11,5,False,False,False,False,False,True,68869e6
1400,42,18,18,12,6,False,False,False,False,False,True,68869e6
1401,42,19,19,13,6,False,False,False,False,False,True,68869e6
1402,42,21,21,14,7,False,False,False,False,False,True,68869e6
1403,42,22,22,15,7,False,False,False,False,False,True,68869e6
1404,42,15,15,10,5,False,False,False,False,False,True,68869e6
1405,42,16,16,11,5,False,False,False,False,False,True,68869e6
1406,42,18,18,12,6,False,False,False,False,False,True,68869e6
1407,42,19,19,13,6,False,False,False,False,False,True,68869e6
1408,42,21,21,14,7,False,False,False,False,False,True,68869e6
1409,42,22,22,15,7,False,False,False,False,False,True,68869e6
1410,42,15,15,10,5,False,False,False,False,False,True,68869e6
1411,42,16,16,11,5,False,False,False,False,False,True,68869e6
1412,42,18,18,12,6,False,False,False,False,False,True,68869e6
1413,42,19,19,13,6,False,False,False,False,False,True,68869e6
1414,42,21,21,14,7,False,False,False,False,False,True,68869e6
1415,42,22,22,15,7,False,False,False,False,False,True,68869e6
1416,42,15,15,10,5,False,False,False,False,False,True,68869e6
1417,42,16,16,11,5,False,False,False,False,False,True,68869e6
1418,42,18,18,12,6,False,False,False,False,False,True,68869e6
1419,42,19,19,13,6,False,False,False,False,False,True,68869e6
1420,42,21,21,14,7,False,False,False,False,False,True,68869e6
1421,42,22,22,15,7,False,False,False,False,False,True,68869e6
1422,42,15,15,10,5,False,False,False,False,False,True,68869e6
1423,42,16,16,11,5,False,False,False,False,False,True,68869e6
